# Modern Hangul Syllables: 11,172
# Version 2018-07-19
# Prepared by Dr. Ken Lunde (lunde@adobe.com), Adobe Systems Incorporated
# Based on data from Jaemin Chung
#
# Field 1: Unicode Scalar Value
# Field 2: Character (UTF-8)
# Field 3: Adobe-KR-9 CID
# Field 4: Adobe-KR-9 Supplement
# Field 5: KS X 1001 Row-Cell Value
# Field 6: KS X 1002 Row-Cell Value
# Field 7: KPS 9566 Row-Cell Value
# Field 8: GB/T 12052 Row-Cell Value
#
U+AC00	가	221	0	16-01	*	16-01	16-03
U+B249	뉉	5558	2	*	*	*	*
U+B24A	뉊	5559	2	*	*	*	*
U+B24B	뉋	5560	2	*	*	*	*
U+B24C	뉌	3282	1	*	18-92	*	39-71
U+B24D	뉍	3283	1	*	18-93	*	39-72
U+B24E	뉎	5561	2	*	*	*	*
U+B24F	뉏	3284	1	*	18-94	*	*
U+B250	뉐	3285	1	*	19-01	*	39-73
U+B251	뉑	3286	1	*	19-02	*	*
U+B252	뉒	5562	2	*	*	*	*
U+B253	뉓	5563	2	*	*	*	*
U+B254	뉔	5564	2	*	*	*	*
U+B255	뉕	5565	2	*	*	*	*
U+B256	뉖	5566	2	*	*	*	*
U+B257	뉗	5567	2	*	*	*	*
U+B258	뉘	686	0	20-21	*	19-40	18-79
U+B259	뉙	3287	1	*	19-03	*	*
U+B25A	뉚	5568	2	*	*	*	*
U+B25B	뉛	5569	2	*	*	*	*
U+B25C	뉜	687	0	20-22	*	19-41	18-80
U+B25D	뉝	5570	2	*	*	*	*
U+B25E	뉞	5571	2	*	*	*	*
U+B25F	뉟	3288	1	*	19-04	*	39-51
U+B260	뉠	688	0	20-23	*	19-42	18-81
U+B261	뉡	5572	2	*	*	*	*
U+B262	뉢	5573	2	*	*	*	*
U+B263	뉣	5574	2	*	*	*	*
U+B264	뉤	5575	2	*	*	*	*
U+B265	뉥	5576	2	*	*	*	*
U+B266	뉦	5577	2	*	*	*	*
U+B267	뉧	5578	2	*	*	*	*
U+B268	뉨	689	0	20-24	*	19-43	18-82
U+B269	뉩	690	0	20-25	*	19-44	18-83
U+B26A	뉪	5579	2	*	*	*	*
U+B26B	뉫	3289	1	*	19-05	*	39-52
U+B26C	뉬	5580	2	*	*	*	*
U+B26D	뉭	3290	1	*	19-06	19-45	*
U+B26E	뉮	5581	2	*	*	*	*
U+B26F	뉯	3291	1	*	19-07	*	*
U+B270	뉰	5582	2	*	*	*	*
U+B271	뉱	5583	2	*	*	*	*
U+B272	뉲	5584	2	*	*	*	*
U+B273	뉳	5585	2	*	*	*	*
U+B274	뉴	691	0	20-26	*	18-78	18-38
U+B275	뉵	692	0	20-27	*	18-79	18-39
U+B276	뉶	5586	2	*	*	*	*
U+B277	뉷	5587	2	*	*	*	*
U+B278	뉸	3292	1	*	19-08	18-80	39-12
U+B279	뉹	5588	2	*	*	*	*
U+B27A	뉺	5589	2	*	*	*	*
U+B27B	뉻	693	0	*	19-09	*	39-13
U+B27C	뉼	694	0	20-28	*	18-81	39-14
U+B27D	뉽	5590	2	*	*	*	*
U+B27E	뉾	5591	2	*	*	*	*
U+B27F	뉿	5592	2	*	*	*	*
U+B280	늀	5593	2	*	*	*	*
U+B281	늁	5594	2	*	*	*	*
U+B282	늂	5595	2	*	*	*	*
U+B283	늃	5596	2	*	*	*	*
U+B284	늄	695	0	20-29	*	18-82	18-40
U+B285	늅	696	0	20-30	*	18-83	39-15
U+B286	늆	5597	2	*	*	*	*
U+B287	늇	3293	1	*	19-10	*	39-16
U+B288	늈	5598	2	*	*	*	*
U+B289	늉	697	0	20-31	*	18-84	18-41
U+B28A	늊	3294	1	*	19-11	*	39-17
U+B28B	늋	3295	1	*	19-12	*	*
U+B28C	늌	5599	2	*	*	*	*
U+B28D	늍	5600	2	*	*	*	*
U+B28E	늎	5601	2	*	*	*	*
U+B28F	늏	5602	2	*	*	*	*
U+B290	느	698	0	20-32	*	18-85	18-42
U+B291	늑	699	0	20-33	*	18-86	18-43
U+B292	늒	5603	2	*	*	*	*
U+B293	늓	5604	2	*	*	*	*
U+B294	는	700	0	20-34	*	18-87	18-44
U+B295	늕	5605	2	*	*	*	*
U+B296	늖	5606	2	*	*	*	*
U+B297	늗	701	0	*	19-13	*	39-18
U+B298	늘	702	0	20-35	*	18-88	18-45
U+B299	늙	703	0	20-36	*	18-89	18-46
U+B29A	늚	704	0	20-37	*	18-90	18-47
U+B29B	늛	5607	2	*	*	*	*
U+B29C	늜	3296	1	*	19-14	*	39-19
U+B29D	늝	5608	2	*	*	*	*
U+B29E	늞	5609	2	*	*	*	*
U+B29F	늟	5610	2	*	*	*	*
U+B2A0	늠	705	0	20-38	*	18-91	18-48
U+B2A1	늡	706	0	20-39	*	18-92	18-49
U+B2A2	늢	5611	2	*	*	*	*
U+B2A3	늣	707	0	20-40	*	18-93	39-20
U+B2A4	늤	5612	2	*	*	*	*
U+B2A5	능	708	0	20-41	*	18-94	18-50
U+B2A6	늦	709	0	20-42	*	19-01	18-51
U+B2A7	늧	710	0	*	19-15	*	18-52
U+B2A8	늨	5613	2	*	*	*	*
U+B2A9	늩	5614	2	*	*	*	*
U+B2AA	늪	711	0	20-43	*	19-02	18-53
U+B2AB	늫	712	0	*	19-16	*	39-21
U+B2AC	늬	713	0	20-44	*	19-46	18-84
U+B2AD	늭	3297	1	*	19-17	*	39-53
U+B2AE	늮	5615	2	*	*	*	*
U+B2AF	늯	5616	2	*	*	*	*
U+B2B0	늰	714	0	20-45	*	19-47	39-54
U+B2B1	늱	5617	2	*	*	*	*
U+B2B2	늲	5618	2	*	*	*	*
U+B2B3	늳	3298	1	*	19-18	*	39-55
U+B2B4	늴	715	0	20-46	*	19-48	18-85
U+B2B5	늵	5619	2	*	*	*	*
U+B2B6	늶	5620	2	*	*	*	*
U+B2B7	늷	5621	2	*	*	*	*
U+B2B8	늸	5622	2	*	*	*	*
U+B2B9	늹	5623	2	*	*	*	*
U+B2BA	늺	5624	2	*	*	*	*
U+B2BB	늻	5625	2	*	*	*	*
U+B2BC	늼	716	0	*	19-19	19-49	39-56
U+B2BD	늽	3299	1	*	19-20	*	39-57
U+B2BE	늾	5626	2	*	*	*	*
U+B2BF	늿	717	0	*	19-21	*	39-58
U+B2C0	닀	3300	1	*	19-22	*	*
U+B2C1	닁	718	0	*	19-23	19-50	18-86
U+B2C2	닂	5627	2	*	*	*	*
U+B2C3	닃	5628	2	*	*	*	*
U+B2C4	닄	5629	2	*	*	*	*
U+B2C5	닅	5630	2	*	*	*	*
U+B2C6	닆	5631	2	*	*	*	*
U+B2C7	닇	5632	2	*	*	*	*
U+B2C8	니	719	0	20-47	*	19-03	18-54
U+B2C9	닉	720	0	20-48	*	19-04	18-55
U+B2CA	닊	5633	2	*	*	*	*
U+B2CB	닋	5634	2	*	*	*	*
U+B2CC	닌	721	0	20-49	*	19-05	18-56
U+B2CD	닍	5635	2	*	*	*	*
U+B2CE	닎	5636	2	*	*	*	*
U+B2CF	닏	722	0	*	19-24	*	39-22
U+B2D0	닐	723	0	20-50	*	19-06	18-57
U+B2D1	닑	3301	1	*	19-25	*	39-23
U+B2D2	닒	724	0	20-51	*	19-07	*
U+B2D3	닓	3302	1	*	19-26	*	39-24
U+B2D4	닔	3303	1	*	19-27	*	39-25
U+B2D5	닕	5637	2	*	*	*	*
U+B2D6	닖	5638	2	*	*	*	*
U+B2D7	닗	5639	2	*	*	*	*
U+B2D8	님	725	0	20-52	*	19-08	18-58
U+B2D9	닙	726	0	20-53	*	19-09	18-59
U+B2DA	닚	5640	2	*	*	*	*
U+B2DB	닛	727	0	20-54	*	19-10	39-26
U+B2DC	닜	5641	2	*	*	*	*
U+B2DD	닝	728	0	20-55	*	19-11	18-60
U+B2DE	닞	729	0	*	19-28	*	39-27
U+B2DF	닟	5642	2	*	*	*	*
U+B2E0	닠	730	0	*	19-29	*	*
U+B2E1	닡	5643	2	*	*	*	*
U+B2E2	닢	731	0	20-56	*	19-12	39-28
U+B2E3	닣	3304	1	*	19-30	*	39-29
U+B2E4	다	732	0	20-57	*	19-62	18-94
U+B2E5	닥	733	0	20-58	*	19-63	19-01
U+B2E6	닦	734	0	20-59	*	19-80	19-16
U+B2E7	닧	5644	2	*	*	*	*
U+B2E8	단	735	0	20-60	*	19-64	19-02
U+B2E9	닩	5645	2	*	*	*	*
U+B2EA	닪	5646	2	*	*	*	*
U+B2EB	닫	736	0	20-61	*	19-65	19-03
U+B2EC	달	737	0	20-62	*	19-66	19-04
U+B2ED	닭	738	0	20-63	*	19-67	19-05
U+B2EE	닮	739	0	20-64	*	19-68	19-06
U+B2EF	닯	740	0	20-65	*	19-69	39-74
U+B2F0	닰	3305	1	*	19-31	*	39-75
U+B2F1	닱	5647	2	*	*	*	*
U+B2F2	닲	3306	1	*	19-32	19-70	19-07
U+B2F3	닳	741	0	20-66	*	19-71	19-08
U+B2F4	담	742	0	20-67	*	19-72	19-09
U+B2F5	답	743	0	20-68	*	19-73	19-10
U+B2F6	닶	3307	1	*	19-33	*	39-76
U+B2F7	닷	744	0	20-69	*	19-74	19-11
U+B2F8	닸	745	0	20-70	*	19-81	19-17
U+B2F9	당	746	0	20-71	*	19-75	19-12
U+B2FA	닺	747	0	20-72	*	19-76	19-13
U+B2FB	닻	748	0	20-73	*	19-77	19-14
U+B2FC	닼	3308	1	*	19-34	*	*
U+B2FD	닽	749	0	*	19-35	*	*
U+B2FE	닾	3309	1	*	*	19-78	*
U+B2FF	닿	750	0	20-74	*	19-79	19-15
U+B300	대	751	0	20-75	*	20-61	19-76
U+B301	댁	752	0	20-76	*	20-62	19-77
U+B302	댂	5648	2	*	*	*	*
U+B303	댃	5649	2	*	*	*	*
U+B304	댄	753	0	20-77	*	20-63	19-78
U+B305	댅	5650	2	*	*	*	*
U+B306	댆	5651	2	*	*	*	*
U+B307	댇	3310	1	*	19-36	*	40-21
U+B308	댈	754	0	20-78	*	20-64	19-79
U+B309	댉	5652	2	*	*	*	*
U+B30A	댊	5653	2	*	*	*	*
U+B30B	댋	5654	2	*	*	*	*
U+B30C	댌	5655	2	*	*	*	*
U+B30D	댍	5656	2	*	*	*	*
U+B30E	댎	5657	2	*	*	*	*
U+B30F	댏	5658	2	*	*	*	*
U+B310	댐	755	0	20-79	*	20-65	19-80
U+B311	댑	756	0	20-80	*	20-66	19-81
U+B312	댒	5659	2	*	*	*	*
U+B313	댓	757	0	20-81	*	20-67	19-82
U+B314	댔	758	0	20-82	*	20-69	19-84
U+B315	댕	759	0	20-83	*	20-68	19-83
U+B316	댖	760	0	*	*	*	*
U+B317	댗	5660	2	*	*	*	*
U+B318	댘	5661	2	*	*	*	*
U+B319	댙	3311	1	*	19-37	*	*
U+B31A	댚	5662	2	*	*	*	*
U+B31B	댛	5663	2	*	*	*	*
U+B31C	댜	761	0	20-84	*	19-82	19-18
U+B31D	댝	3312	1	*	19-38	*	39-77
U+B31E	댞	5664	2	*	*	*	*
U+B31F	댟	5665	2	*	*	*	*
U+B320	댠	762	0	*	19-39	*	39-78
U+B321	댡	5666	2	*	*	*	*
U+B322	댢	5667	2	*	*	*	*
U+B323	댣	5668	2	*	*	*	*
U+B324	댤	3313	1	*	19-40	*	*
U+B325	댥	5669	2	*	*	*	*
U+B326	댦	5670	2	*	*	*	*
U+B327	댧	3314	1	*	19-41	*	*
U+B328	댨	5671	2	*	*	*	*
U+B329	댩	5672	2	*	*	*	*
U+B32A	댪	5673	2	*	*	*	*
U+B32B	댫	5674	2	*	*	*	*
U+B32C	댬	3315	1	*	19-42	*	*
U+B32D	댭	3316	1	*	19-43	*	*
U+B32E	댮	5675	2	*	*	*	*
U+B32F	댯	3317	1	*	19-44	*	*
U+B330	댰	5676	2	*	*	*	*
U+B331	댱	763	0	*	19-45	*	39-79
U+B332	댲	5677	2	*	*	*	*
U+B333	댳	5678	2	*	*	*	*
U+B334	댴	5679	2	*	*	*	*
U+B335	댵	5680	2	*	*	*	*
U+B336	댶	5681	2	*	*	*	*
U+B337	댷	5682	2	*	*	*	*
U+B338	댸	3318	1	*	19-46	20-70	*
U+B339	댹	5683	2	*	*	*	*
U+B33A	댺	5684	2	*	*	*	*
U+B33B	댻	5685	2	*	*	*	*
U+B33C	댼	3319	1	*	19-47	*	*
U+B33D	댽	5686	2	*	*	*	*
U+B33E	댾	5687	2	*	*	*	*
U+B33F	댿	5688	2	*	*	*	*
U+B340	덀	5689	2	*	*	*	*
U+B341	덁	5690	2	*	*	*	*
U+B342	덂	5691	2	*	*	*	*
U+B343	덃	5692	2	*	*	*	*
U+B344	덄	5693	2	*	*	*	*
U+B345	덅	5694	2	*	*	*	*
U+B346	덆	5695	2	*	*	*	*
U+B347	덇	5696	2	*	*	*	*
U+B348	덈	5697	2	*	*	*	*
U+B349	덉	5698	2	*	*	*	*
U+B34A	덊	5699	2	*	*	*	*
U+B34B	덋	5700	2	*	*	*	*
U+B34C	덌	5701	2	*	*	*	*
U+B34D	덍	3320	1	*	19-48	*	*
U+B34E	덎	5702	2	*	*	*	*
U+B34F	덏	5703	2	*	*	*	*
U+B350	덐	5704	2	*	*	*	*
U+B351	덑	5705	2	*	*	*	*
U+B352	덒	5706	2	*	*	*	*
U+B353	덓	5707	2	*	*	*	*
U+B354	더	764	0	20-85	*	19-83	19-19
U+B355	덕	765	0	20-86	*	19-84	19-20
U+B356	덖	766	0	20-87	*	20-03	19-31
U+B357	덗	5708	2	*	*	*	*
U+B358	던	767	0	20-88	*	19-85	19-21
U+B359	덙	3321	1	*	19-49	*	*
U+B35A	덚	5709	2	*	*	*	*
U+B35B	덛	768	0	20-89	*	19-86	39-80
U+B35C	덜	769	0	20-90	*	19-87	19-22
U+B35D	덝	5710	2	*	*	*	*
U+B35E	덞	770	0	20-91	*	19-88	19-23
U+B35F	덟	771	0	20-92	*	19-89	19-24
U+B360	덠	5711	2	*	*	*	*
U+B361	덡	5712	2	*	*	*	*
U+B362	덢	5713	2	*	*	*	*
U+B363	덣	5714	2	*	*	*	*
U+B364	덤	772	0	20-93	*	19-90	19-25
U+B365	덥	773	0	20-94	*	19-91	19-26
U+B366	덦	3322	1	*	19-50	*	39-81
U+B367	덧	774	0	21-01	*	19-92	19-27
U+B368	덨	3323	1	*	19-51	20-04	19-32
U+B369	덩	775	0	21-02	*	19-93	19-28
U+B36A	덪	3324	1	*	19-52	*	*
U+B36B	덫	776	0	21-03	*	19-94	19-29
U+B36C	덬	5715	2	*	*	*	*
U+B36D	덭	3325	1	*	19-53	*	*
U+B36E	덮	777	0	21-04	*	20-01	19-30
U+B36F	덯	778	0	*	19-54	20-02	*
U+B370	데	779	0	21-05	*	20-71	19-85
U+B371	덱	780	0	21-06	*	20-72	19-86
U+B372	덲	5716	2	*	*	*	*
U+B373	덳	5717	2	*	*	*	*
U+B374	덴	781	0	21-07	*	20-73	19-87
U+B375	덵	5718	2	*	*	*	*
U+B376	덶	5719	2	*	*	*	*
U+B377	덷	3326	1	*	19-55	20-74	40-22
U+B378	델	782	0	21-08	*	20-75	19-88
U+B379	덹	5720	2	*	*	*	*
U+B37A	덺	5721	2	*	*	*	*
U+B37B	덻	5722	2	*	*	*	*
U+B37C	덼	5723	2	*	*	*	*
U+B37D	덽	5724	2	*	*	*	*
U+B37E	덾	5725	2	*	*	*	*
U+B37F	덿	5726	2	*	*	*	*
U+B380	뎀	783	0	21-09	*	20-76	19-89
U+B381	뎁	784	0	21-10	*	20-77	19-90
U+B382	뎂	5727	2	*	*	*	*
U+B383	뎃	785	0	21-11	*	20-78	40-23
U+B384	뎄	786	0	21-12	*	20-80	19-92
U+B385	뎅	787	0	21-13	*	20-79	19-91
U+B386	뎆	3327	1	*	19-56	*	*
U+B387	뎇	5728	2	*	*	*	*
U+B388	뎈	5729	2	*	*	*	*
U+B389	뎉	5730	2	*	*	*	*
U+B38A	뎊	3328	1	*	19-57	*	*
U+B38B	뎋	5731	2	*	*	*	*
U+B38C	뎌	788	0	21-14	*	20-05	19-33
U+B38D	뎍	3329	1	*	19-58	*	39-82
U+B38E	뎎	5732	2	*	*	*	*
U+B38F	뎏	3330	1	*	19-59	*	*
U+B390	뎐	789	0	21-15	*	20-06	39-83
U+B391	뎑	5733	2	*	*	*	*
U+B392	뎒	5734	2	*	*	*	*
U+B393	뎓	3331	1	*	19-60	*	39-84
U+B394	뎔	790	0	21-16	*	20-07	39-85
U+B395	뎕	5735	2	*	*	*	*
U+B396	뎖	5736	2	*	*	*	*
U+B397	뎗	5737	2	*	*	*	*
U+B398	뎘	3332	1	*	19-61	*	39-86
U+B399	뎙	5738	2	*	*	*	*
U+B39A	뎚	5739	2	*	*	*	*
U+B39B	뎛	5740	2	*	*	*	*
U+B39C	뎜	3333	1	*	19-62	*	39-87
U+B39D	뎝	3334	1	*	19-63	*	39-88
U+B39E	뎞	5741	2	*	*	*	*
U+B39F	뎟	3335	1	*	19-64	*	39-89
U+B3A0	뎠	791	0	21-17	*	20-09	19-34
U+B3A1	뎡	792	0	21-18	*	20-08	39-90
U+B3A2	뎢	5742	2	*	*	*	*
U+B3A3	뎣	5743	2	*	*	*	*
U+B3A4	뎤	5744	2	*	*	*	*
U+B3A5	뎥	5745	2	*	*	*	*
U+B3A6	뎦	5746	2	*	*	*	*
U+B3A7	뎧	5747	2	*	*	*	*
U+B3A8	뎨	793	0	21-19	*	20-81	19-93
U+B3A9	뎩	3336	1	*	19-65	*	*
U+B3AA	뎪	5748	2	*	*	*	*
U+B3AB	뎫	5749	2	*	*	*	*
U+B3AC	뎬	794	0	21-20	*	20-82	40-24
U+B3AD	뎭	5750	2	*	*	*	*
U+B3AE	뎮	5751	2	*	*	*	*
U+B3AF	뎯	5752	2	*	*	*	*
U+B3B0	뎰	3337	1	*	19-66	*	*
U+B3B1	뎱	5753	2	*	*	*	*
U+B3B2	뎲	5754	2	*	*	*	*
U+B3B3	뎳	5755	2	*	*	*	*
U+B3B4	뎴	5756	2	*	*	*	*
U+B3B5	뎵	5757	2	*	*	*	*
U+B3B6	뎶	5758	2	*	*	*	*
U+B3B7	뎷	5759	2	*	*	*	*
U+B3B8	뎸	3338	1	*	19-67	*	*
U+B3B9	뎹	3339	1	*	19-68	*	*
U+B3BA	뎺	5760	2	*	*	*	*
U+B3BB	뎻	3340	1	*	19-69	*	40-25
U+B3BC	뎼	5761	2	*	*	*	*
U+B3BD	뎽	3341	1	*	19-70	*	40-26
U+B3BE	뎾	5762	2	*	*	*	*
U+B3BF	뎿	5763	2	*	*	*	*
U+B3C0	돀	5764	2	*	*	*	*
U+B3C1	돁	5765	2	*	*	*	*
U+B3C2	돂	5766	2	*	*	*	*
U+B3C3	돃	5767	2	*	*	*	*
U+B3C4	도	795	0	21-21	*	20-10	19-35
U+B3C5	독	796	0	21-22	*	20-11	19-36
U+B3C6	돆	3342	1	*	19-71	*	*
U+B3C7	돇	3343	1	*	19-72	*	39-91
U+B3C8	돈	797	0	21-23	*	20-12	19-37
U+B3C9	돉	5768	2	*	*	*	*
U+B3CA	돊	5769	2	*	*	*	*
U+B3CB	돋	798	0	21-24	*	20-13	19-38
U+B3CC	돌	799	0	21-25	*	20-14	19-39
U+B3CD	돍	5770	2	*	*	*	*
U+B3CE	돎	800	0	21-26	*	20-15	19-40
U+B3CF	돏	3344	1	*	19-73	*	39-92
U+B3D0	돐	801	0	21-27	*	20-16	19-41
U+B3D1	돑	5771	2	*	*	*	*
U+B3D2	돒	5772	2	*	*	*	*
U+B3D3	돓	3345	1	*	19-74	*	*
U+B3D4	돔	802	0	21-28	*	20-17	19-42
U+B3D5	돕	803	0	21-29	*	20-18	19-43
U+B3D6	돖	5773	2	*	*	*	*
U+B3D7	돗	804	0	21-30	*	20-19	19-44
U+B3D8	돘	5774	2	*	*	*	*
U+B3D9	동	805	0	21-31	*	20-20	19-45
U+B3DA	돚	3346	1	*	19-75	*	*
U+B3DB	돛	806	0	21-32	*	20-21	19-46
U+B3DC	돜	3347	1	*	19-76	*	*
U+B3DD	돝	807	0	21-33	*	20-22	39-93
U+B3DE	돞	3348	1	*	19-77	*	*
U+B3DF	돟	3349	1	*	19-78	*	*
U+B3E0	돠	808	0	21-34	*	21-10	20-11
U+B3E1	돡	3350	1	*	19-79	*	40-40
U+B3E2	돢	5775	2	*	*	*	*
U+B3E3	돣	5776	2	*	*	*	*
U+B3E4	돤	809	0	21-35	*	21-11	40-41
U+B3E5	돥	5777	2	*	*	*	*
U+B3E6	돦	5778	2	*	*	*	*
U+B3E7	돧	5779	2	*	*	*	*
U+B3E8	돨	810	0	21-36	*	21-12	20-12
U+B3E9	돩	5780	2	*	*	*	*
U+B3EA	돪	5781	2	*	*	*	*
U+B3EB	돫	5782	2	*	*	*	*
U+B3EC	돬	5783	2	*	*	*	*
U+B3ED	돭	5784	2	*	*	*	*
U+B3EE	돮	5785	2	*	*	*	*
U+B3EF	돯	5786	2	*	*	*	*
U+B3F0	돰	3351	1	*	19-80	*	*
U+B3F1	돱	3352	1	*	19-81	*	*
U+B3F2	돲	5787	2	*	*	*	*
U+B3F3	돳	3353	1	*	19-82	*	*
U+B3F4	돴	3354	1	*	19-83	*	*
U+B3F5	돵	3355	1	*	19-84	*	40-42
U+B3F6	돶	5788	2	*	*	*	*
U+B3F7	돷	5789	2	*	*	*	*
U+B3F8	돸	5790	2	*	*	*	*
U+B3F9	돹	5791	2	*	*	*	*
U+B3FA	돺	5792	2	*	*	*	*
U+B3FB	돻	5793	2	*	*	*	*
U+B3FC	돼	811	0	21-37	*	21-19	20-18
U+B3FD	돽	5794	2	*	*	*	*
U+B3FE	돾	5795	2	*	*	*	*
U+B3FF	돿	5796	2	*	*	*	*
U+B400	됀	3356	1	*	19-85	21-20	40-45
U+B401	됁	5797	2	*	*	*	*
U+B402	됂	5798	2	*	*	*	*
U+B403	됃	3357	1	*	19-86	*	40-46
U+B404	됄	3358	1	*	19-87	21-21	40-47
U+B405	됅	5799	2	*	*	*	*
U+B406	됆	5800	2	*	*	*	*
U+B407	됇	5801	2	*	*	*	*
U+B408	됈	5802	2	*	*	*	*
U+B409	됉	5803	2	*	*	*	*
U+B40A	됊	5804	2	*	*	*	*
U+B40B	됋	5805	2	*	*	*	*
U+B40C	됌	3359	1	*	19-88	*	40-48
U+B40D	됍	3360	1	*	19-89	*	40-49
U+B40E	됎	5806	2	*	*	*	*
U+B40F	됏	812	0	*	19-90	*	40-50
U+B410	됐	813	0	21-38	*	21-22	20-19
U+B411	됑	5807	2	*	*	*	*
U+B412	됒	5808	2	*	*	*	*
U+B413	됓	5809	2	*	*	*	*
U+B414	됔	5810	2	*	*	*	*
U+B415	됕	5811	2	*	*	*	*
U+B416	됖	5812	2	*	*	*	*
U+B417	됗	5813	2	*	*	*	*
U+B418	되	814	0	21-39	*	20-83	19-94
U+B419	됙	3361	1	*	19-91	*	*
U+B41A	됚	5814	2	*	*	*	*
U+B41B	됛	5815	2	*	*	*	*
U+B41C	된	815	0	21-40	*	20-84	20-01
U+B41D	됝	5816	2	*	*	*	*
U+B41E	됞	5817	2	*	*	*	*
U+B41F	됟	3362	1	*	19-92	*	40-27
U+B420	될	816	0	21-41	*	20-85	20-02
U+B421	됡	5818	2	*	*	*	*
U+B422	됢	5819	2	*	*	*	*
U+B423	됣	5820	2	*	*	*	*
U+B424	됤	3363	1	*	19-93	*	*
U+B425	됥	5821	2	*	*	*	*
U+B426	됦	5822	2	*	*	*	*
U+B427	됧	5823	2	*	*	*	*
U+B428	됨	817	0	21-42	*	20-86	20-03
U+B429	됩	818	0	21-43	*	20-87	20-04
U+B42A	됪	5824	2	*	*	*	*
U+B42B	됫	819	0	21-44	*	20-88	40-28
U+B42C	됬	820	0	*	19-94	20-90	40-30
U+B42D	됭	821	0	*	20-01	20-89	40-29
U+B42E	됮	5825	2	*	*	*	*
U+B42F	됯	5826	2	*	*	*	*
U+B430	됰	5827	2	*	*	*	*
U+B431	됱	5828	2	*	*	*	*
U+B432	됲	5829	2	*	*	*	*
U+B433	됳	5830	2	*	*	*	*
U+B434	됴	822	0	21-45	*	20-23	19-47
U+B435	됵	3364	1	*	20-02	*	39-94
U+B436	됶	5831	2	*	*	*	*
U+B437	됷	5832	2	*	*	*	*
U+B438	됸	3365	1	*	20-03	*	40-01
U+B439	됹	5833	2	*	*	*	*
U+B43A	됺	5834	2	*	*	*	*
U+B43B	됻	3366	1	*	20-04	*	40-02
U+B43C	됼	3367	1	*	20-05	*	*
U+B43D	됽	5835	2	*	*	*	*
U+B43E	됾	5836	2	*	*	*	*
U+B43F	됿	5837	2	*	*	*	*
U+B440	둀	5838	2	*	*	*	*
U+B441	둁	5839	2	*	*	*	*
U+B442	둂	5840	2	*	*	*	*
U+B443	둃	5841	2	*	*	*	*
U+B444	둄	3368	1	*	20-06	*	*
U+B445	둅	3369	1	*	20-07	*	*
U+B446	둆	5842	2	*	*	*	*
U+B447	둇	3370	1	*	20-08	*	40-03
U+B448	둈	5843	2	*	*	*	*
U+B449	둉	3371	1	*	20-09	*	*
U+B44A	둊	5844	2	*	*	*	*
U+B44B	둋	5845	2	*	*	*	*
U+B44C	둌	5846	2	*	*	*	*
U+B44D	둍	5847	2	*	*	*	*
U+B44E	둎	5848	2	*	*	*	*
U+B44F	둏	3372	1	*	20-10	*	40-04
U+B450	두	823	0	21-46	*	20-24	19-48
U+B451	둑	824	0	21-47	*	20-25	19-49
U+B452	둒	5849	2	*	*	*	*
U+B453	둓	5850	2	*	*	*	*
U+B454	둔	825	0	21-48	*	20-26	19-50
U+B455	둕	5851	2	*	*	*	*
U+B456	둖	5852	2	*	*	*	*
U+B457	둗	826	0	*	20-11	*	40-05
U+B458	둘	827	0	21-49	*	20-27	19-51
U+B459	둙	3373	1	*	20-12	*	40-06
U+B45A	둚	828	0	*	20-13	*	*
U+B45B	둛	3374	1	*	20-14	*	40-07
U+B45C	둜	5853	2	*	*	*	*
U+B45D	둝	5854	2	*	*	*	*
U+B45E	둞	5855	2	*	*	*	*
U+B45F	둟	5856	2	*	*	*	*
U+B460	둠	829	0	21-50	*	20-28	19-52
U+B461	둡	830	0	21-51	*	20-29	19-53
U+B462	둢	5857	2	*	*	*	*
U+B463	둣	831	0	21-52	*	20-30	40-08
U+B464	둤	5858	2	*	*	*	*
U+B465	둥	832	0	21-53	*	20-31	19-54
U+B466	둦	5859	2	*	*	*	*
U+B467	둧	5860	2	*	*	*	*
U+B468	둨	5861	2	*	*	*	*
U+B469	둩	5862	2	*	*	*	*
U+B46A	둪	3375	1	*	20-15	*	40-09
U+B46B	둫	5863	2	*	*	*	*
U+B46C	둬	833	0	21-54	*	21-13	20-13
U+B46D	둭	3376	1	*	20-16	*	*
U+B46E	둮	5864	2	*	*	*	*
U+B46F	둯	5865	2	*	*	*	*
U+B470	둰	3377	1	*	20-17	21-14	40-43
U+B471	둱	5866	2	*	*	*	*
U+B472	둲	5867	2	*	*	*	*
U+B473	둳	3378	1	*	20-18	*	40-44
U+B474	둴	3379	1	*	20-19	21-15	20-14
U+B475	둵	5868	2	*	*	*	*
U+B476	둶	5869	2	*	*	*	*
U+B477	둷	5870	2	*	*	*	*
U+B478	둸	5871	2	*	*	*	*
U+B479	둹	5872	2	*	*	*	*
U+B47A	둺	5873	2	*	*	*	*
U+B47B	둻	5874	2	*	*	*	*
U+B47C	둼	3380	1	*	20-20	21-16	20-15
U+B47D	둽	3381	1	*	20-21	*	*
U+B47E	둾	5875	2	*	*	*	*
U+B47F	둿	3382	1	*	20-22	21-17	20-16
U+B480	뒀	834	0	21-55	*	21-18	20-17
U+B481	뒁	3383	1	*	20-23	*	*
U+B482	뒂	5876	2	*	*	*	*
U+B483	뒃	5877	2	*	*	*	*
U+B484	뒄	5878	2	*	*	*	*
U+B485	뒅	5879	2	*	*	*	*
